donor_id,date,volunteer_ids,recipient_ids,part_food_types,part_weights,transport,scale
1,8/19/2014,937,10,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
6,8/19/2014,129,249,Produce:Baked Goods,:300.0,Bike,Guesstimate
74,8/19/2014,835,15,Produce,0,Bike,Guesstimate
245,8/19/2014,814,14,Baked Goods,3,Bike,Floor Scale
251,8/19/2014,129,249,Fresh Prepared Food,5,Bike,Guesstimate
175,8/19/2014,42,15,Produce:Baked Goods,61.0:64.0,Bike,Floor Scale
2,8/20/2014,3,15,Produce,42,Bike,Floor Scale
227,8/20/2014,851,15,Produce,395,Bike,Floor Scale
25,8/20/2014,954,28,Baked Goods,6.2,Car,Bathroom Scale
3,8/20/2014,52,14,Produce,26,Bike,Floor Scale
1,8/20/2014,349,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
251,8/20/2014,946,44,Fresh Prepared Food,15,Bike,Guesstimate
74,8/20/2014,593,15,Produce,17,Bike,Floor Scale
6,8/20/2014,531,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
43,8/20/2014,19,28,Frozen Prepared Food,60,Bike,Guesstimate
175,8/20/2014,593,15,Produce:Baked Goods,:53.0,Bike,Floor Scale
215,8/20/2014,807,15,Baked Goods,18,Bike,Floor Scale
245,8/20/2014,52,14,Baked Goods,5,Bike,Floor Scale
33,8/20/2014,163,58,Produce,60,Bike,Bathroom Scale
6,8/21/2014,65,15,Produce:Baked Goods,54.0:,Bike,Floor Scale
3,8/21/2014,817,14,Produce,88.6,Bike,Floor Scale
1,8/21/2014,58,187,Produce:Baked Goods:Fresh Prepared Food,110.0:5.0:25.0,Bike,Guesstimate
4,8/21/2014,947,10,Produce,100,Bike,Guesstimate
72,8/21/2014,349,15,Produce:Baked Goods,402.0:,Bike,Floor Scale
36,8/21/2014,,5,Produce,30,Bike,Bathroom Scale
69,8/21/2014,279,20,,11,Bike,Guesstimate
27,8/21/2014,708,18,Baked Goods,12,Foot,Guesstimate
74,8/21/2014,349,15,Produce,15,Bike,Floor Scale
256,8/21/2014,708,18,Produce:Baked Goods:Fresh Prepared Food,0.0:0.0:0.0,Bike,Guesstimate
175,8/21/2014,727,193,Produce:Baked Goods,110.0:65.0,Car,Guesstimate
245,8/21/2014,817,14,Baked Goods,8,Bike,Floor Scale
251,8/21/2014,227,249,Fresh Prepared Food,8.5,Bike,Bathroom Scale
227,8/22/2014,989,15,Produce,151,Bike,Floor Scale
3,8/22/2014,807,14,Produce:Baked Goods,76.5:5.0,Bike,Floor Scale
4,8/22/2014,279,20,Produce,58,Bike,Bathroom Scale
74,8/22/2014,458,12,Produce,40,Car,Guesstimate
6,8/22/2014,999,15,Produce:Baked Goods,0.0:,Bike,Guesstimate
245,8/22/2014,807,14,Baked Goods,7,Bike,Floor Scale
1,8/22/2014,727,193,Produce:Baked Goods,130.0:20.0,Car,Guesstimate
76,8/22/2014,728,26,Frozen Prepared Food,30,Bike,Floor Scale
25,8/22/2014,531,22,Baked Goods,4,Foot,Guesstimate
2,8/22/2014,116,44,Produce,55,Bike,Guesstimate
175,8/22/2014,349,15,Produce:Baked Goods,65.0:149.0,Bike,Floor Scale
27,8/22/2014,835,20,Baked Goods,30,Bike,Guesstimate
251,8/22/2014,116,44,Fresh Prepared Food,20,Bike,Guesstimate
256,8/22/2014,835,20,Produce:Baked Goods:Fresh Prepared Food,0.0:3.0:3.0,Bike,Guesstimate
1,8/23/2014,775,18,:,65.0:,Bike,Guesstimate
74,8/23/2014,850,186,Produce,15.5,Bike,Bathroom Scale
25,8/23/2014,508,155,Baked Goods,0,Bike,Bathroom Scale
215,8/23/2014,904,8,Baked Goods,60,Bike,Bathroom Scale
4,8/23/2014,129:537:297:297:135,22,Produce:Baked Goods:Fresh Prepared Food:Dairy,100.0:::,Bike,Guesstimate
3,8/23/2014,928,29,Produce,55,Bike,Guesstimate
72,8/23/2014,302,26,Produce:Baked Goods,350.0:60.0,Car,Guesstimate
175,8/23/2014,900,20,Produce:Baked Goods,0.0:0.0,Bike,Bathroom Scale
6,8/23/2014,30,28,Produce:Baked Goods,110.0:0.0,Bike,Floor Scale
24,8/23/2014,30,28,Fresh Prepared Food,10,Bike,Guesstimate
33,8/23/2014,835,5,Produce,0,Bike,Guesstimate
55,8/23/2014,904,8,Produce,0,Bike,Bathroom Scale
245,8/23/2014,928,29,Baked Goods,10,Bike,Guesstimate
262,8/23/2014,835,5,Produce,0,Bike,Guesstimate
74,8/24/2014,850,186,Produce,0,Bike,Bathroom Scale
6,8/24/2014,657,41,Produce:Baked Goods,500.0:100.0,Car,Guesstimate
72,8/24/2014,416,20,Produce:Baked Goods,170.0:10.0,Bike,Guesstimate
4,8/24/2014,991,20,Produce,22,Bike,Bathroom Scale
1,8/24/2014,260,8,Produce:Baked Goods,115.0:10.0,Bike,Guesstimate
3,8/24/2014,52,9,Produce,64,Bike,Guesstimate
2,8/24/2014,826,8,Produce,0,Bike,Floor Scale
25,8/24/2014,616,11,Baked Goods,0,Bike,Bathroom Scale
175,8/24/2014,349,18,Produce:Baked Goods,5.0:,Bike,Floor Scale
245,8/24/2014,52,9,Baked Goods,4,Bike,Guesstimate
4,8/25/2014,332,11,Produce:Baked Goods,35.0:45.0,Bike,Floor Scale
6,8/25/2014,711,8,Baked Goods,0,Bike,Bathroom Scale
2,8/25/2014,416,15,Produce,70,Bike,Guesstimate
6,8/25/2014,349,28,Produce:Baked Goods,82.0:,Bike,Bathroom Scale
227,8/25/2014,163,15,Produce,308,Bike,Floor Scale
1,8/25/2014,302:416,14,Produce:Baked Goods,240.0:11.2,Foot,Floor Scale
25,8/25/2014,879,28,Baked Goods,6,Bike,Floor Scale
175,8/25/2014,356,5,Produce:Baked Goods,40.0:30.0,Bike,Guesstimate
24,8/25/2014,879,28,Fresh Prepared Food,2,Bike,Guesstimate
74,8/25/2014,211,15,Produce,0,Bike,Floor Scale
175,8/25/2014,835,100,Produce:Baked Goods,70.0:30.0,Bike,Guesstimate
256,8/25/2014,879,28,Produce:Baked Goods:Fresh Prepared Food,::0.0,Bike,Guesstimate
3,8/25/2014,302,14,Produce:Baked Goods,48.0:,Car,Floor Scale
251,8/25/2014,946,44,Fresh Prepared Food,10,Bike,Guesstimate
245,8/25/2014,302,14,Baked Goods,20,Car,Floor Scale
3,8/26/2014,349,14,Produce,20,Bike,Floor Scale
1,8/26/2014,139,10,Produce:Baked Goods,80.0:,Bike,Guesstimate
6,8/26/2014,129,15,Produce:Baked Goods,172.0:,Bike,Floor Scale
175,8/26/2014,835,15,Produce:Baked Goods:Fresh Prepared Food,25.0:25.0:15.0,Bike,Floor Scale
4,8/26/2014,139,10,Produce,0,Bike,Bathroom Scale
74,8/26/2014,835,15,Produce:,2.0:25.0,Bike,Floor Scale
72,8/26/2014,551,249,Produce:Baked Goods,210.0:30.0,Bike,Guesstimate
245,8/26/2014,349,14,Baked Goods,5,Bike,Floor Scale
251,8/26/2014,761,249,Fresh Prepared Food,15,Bike,Guesstimate
175,8/26/2014,42,15,Produce:Baked Goods,14.0:102.0,Bike,Floor Scale
255,8/26/2014,297,22,Frozen Prepared Food,5,Foot,Guesstimate
74,8/27/2014,593,15,Produce,45,Bike,Floor Scale
6,8/27/2014,531,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
2,8/27/2014,3,35,Produce,190,Bike,Guesstimate
43,8/27/2014,19,28,Frozen Prepared Food,0,Bike,Guesstimate
227,8/27/2014,851,15,Produce,50,Bike,Guesstimate
1,8/27/2014,835,15,Produce:Baked Goods:Fresh Prepared Food,10.0:7.0:25.0,Bike,Floor Scale
25,8/27/2014,954,28,Baked Goods,2.9,Bike,Bathroom Scale
3,8/27/2014,52,14,Produce,122,Bike,Floor Scale
251,8/27/2014,946,44,Fresh Prepared Food,20,Bike,Guesstimate
255,8/27/2014,101,29,Frozen Prepared Food,5,Bike,Bathroom Scale
175,8/27/2014,593,15,Produce:Baked Goods,84.0:128.0,Bike,Floor Scale
215,8/27/2014,807,15,Baked Goods,26,Car,Floor Scale
245,8/27/2014,52,14,Baked Goods,3,Bike,Guesstimate
33,8/27/2014,30,58,Produce,40,Bike,Guesstimate
6,8/28/2014,65,15,Produce:Baked Goods,410.0:,Bike,Floor Scale
3,8/28/2014,817,14,Produce,140,Bike,Floor Scale
1,8/28/2014,58,10,Produce:Baked Goods,75.0:10.0,Bike,Guesstimate
4,8/28/2014,1004,10,Produce,30,Bike,Bathroom Scale
72,8/28/2014,349,5,Produce:Baked Goods,327.0:,Bike,Guesstimate
69,8/28/2014,279,20,,7,Bike,Guesstimate
27,8/28/2014,708,18,Baked Goods,5,Foot,Guesstimate
256,8/28/2014,708,18,Produce:Baked Goods:Fresh Prepared Food,0.0:0.0:0.0,Bike,Guesstimate
175,8/28/2014,727,193,Produce:Baked Goods,250.0:185.0,Car,Guesstimate
245,8/28/2014,817,14,Baked Goods,1,Bike,Floor Scale
251,8/28/2014,227,249,Fresh Prepared Food,8,Bike,Bathroom Scale
74,8/28/2014,1003,15,Produce:,32.35:,Bike,Floor Scale
227,8/29/2014,989,15,Produce,159,Bike,Floor Scale
76,8/29/2014,728,26,Frozen Prepared Food,0,Bike,Guesstimate
245,8/29/2014,807,14,Baked Goods,7.6,Bike,Floor Scale
3,8/29/2014,807,14,Produce,69,Bike,Floor Scale
4,8/29/2014,279,20,Produce,48,Bike,Bathroom Scale
74,8/29/2014,458,12,Produce,0,Bike,Guesstimate
1,8/29/2014,727,193,Produce:Baked Goods,155.0:15.0,Car,Guesstimate
6,8/29/2014,416,15,Produce:Baked Goods,:20.8,Bike,Floor Scale
2,8/29/2014,116,44,Produce,100,Bike,Guesstimate
175,8/29/2014,349,15,Produce:Baked Goods,:0.0,Bike,Bathroom Scale
25,8/29/2014,531,22,Baked Goods,5,Bike,Guesstimate
27,8/29/2014,835,20,Baked Goods,20,Bike,Guesstimate
251,8/29/2014,116,44,Fresh Prepared Food,15,Bike,Guesstimate
256,8/29/2014,835,20,Produce:Baked Goods:Fresh Prepared Food,0.0:0.0:0.0,Bike,Guesstimate
3,8/30/2014,928,29,Produce,50,Bike,Guesstimate
175,8/30/2014,900,20,Produce:Baked Goods,0.0:0.0,Bike,Bathroom Scale
4,8/30/2014,129:537:297:297,22,Produce:::,90.0:::,Bike,Guesstimate
25,8/30/2014,508,155,Baked Goods,0,Bike,Bathroom Scale
1,8/30/2014,775,18,Produce:,90.0:,Bike,Guesstimate
6,8/30/2014,163,28,Produce:Baked Goods,180.0:25.0,Bike,Guesstimate
74,8/30/2014,850,186,Produce,0,Bike,Bathroom Scale
24,8/30/2014,163,28,Fresh Prepared Food,5,Bike,Guesstimate
215,8/30/2014,904,8,Baked Goods,30,Bike,Bathroom Scale
72,8/30/2014,514,26,Produce:Baked Goods,50.0:75.0,Car,Guesstimate
33,8/30/2014,835,5,Produce,270,Car,Guesstimate
55,8/30/2014,904,8,Produce,70,Bike,Bathroom Scale
245,8/30/2014,928,29,Baked Goods,0,Bike,Guesstimate
262,8/30/2014,835,5,Produce,100,Car,Guesstimate
2,8/31/2014,826,8,Produce,0,Bike,Floor Scale
3,8/31/2014,52,14,Produce,107,Bike,Bathroom Scale
74,8/31/2014,850,186,Produce,25,Car,Guesstimate
72,8/31/2014,416,20,Produce:Baked Goods,200.0:0.0,Bike,Guesstimate
4,8/31/2014,991,20,Produce,73,Foot,Bathroom Scale
1,8/31/2014,989,8,Produce:Baked Goods,30.0:,Bike,Guesstimate
3,8/31/2014,52,9,Produce,3,Bike,Guesstimate
227,8/31/2014,989,18,Produce:Fresh Prepared Food,40.0:20.0,Bike,Guesstimate
270,8/31/2014,65,8,Produce,300,Bike,Guesstimate
270,8/31/2014,65,15,Produce,600,Car,Guesstimate
25,8/31/2014,616,11,Baked Goods,0,Bike,Bathroom Scale
6,8/31/2014,657,41,Produce:Baked Goods,350.0:50.0,Car,Guesstimate
175,8/31/2014,349,18,Produce:Baked Goods,0.0:0.0,Bike,Floor Scale
245,8/31/2014,52,9,Baked Goods,3,Bike,Guesstimate
24,9/1/2014,879,28,Fresh Prepared Food,10,Bike,Guesstimate
74,9/1/2014,835,30,Produce,2,Bike,Guesstimate
2,9/1/2014,416,44,Produce,60,Bike,Guesstimate
4,9/1/2014,332,20,Produce,0,Foot,Bathroom Scale
6,9/1/2014,711,8,Dairy,0,Bike,Guesstimate
255,9/1/2014,990,186,Fresh Prepared Food,0,Foot,Floor Scale
6,9/1/2014,139,28,Produce:Baked Goods,50.0:,Car,Bathroom Scale
227,9/1/2014,12,28,Produce,420,Bike,Guesstimate
1,9/1/2014,658,20,Produce:Baked Goods:Fresh Prepared Food,65.0:25.0:100.0,Bike,Guesstimate
256,9/1/2014,879,28,Produce:Baked Goods:Fresh Prepared Food,::0.0,Bike,Guesstimate
25,9/1/2014,879,28,Baked Goods,6,Bike,Floor Scale
175,9/1/2014,835,30,Produce:Baked Goods,80.0:0.0,Bike,Guesstimate
3,9/1/2014,12,28,Produce:Baked Goods,50.0:0.0,Bike,Guesstimate
251,9/1/2014,416,44,Fresh Prepared Food,0,Bike,Guesstimate
245,9/1/2014,12,28,Baked Goods,0.25,Bike,Bathroom Scale
3,9/2/2014,814,14,Produce,40.2,Bike,Floor Scale
72,9/2/2014,551,249,Produce:Baked Goods,180.0:,Bike,Guesstimate
1,9/2/2014,271,10,Produce:Baked Goods,155.0:10.0,Bike,Guesstimate
6,9/2/2014,135,15,Produce:Baked Goods,92.0:,Bike,Floor Scale
4,9/2/2014,139,10,Produce,0,Bike,Bathroom Scale
175,9/2/2014,835,15,Produce:Baked Goods,0.0:40.0,Bike,Floor Scale
270,9/2/2014,271:271,10,Produce,60,Bike,Guesstimate
74,9/2/2014,835,15,Produce:Dairy,110.0:2.0,Bike,Floor Scale
245,9/2/2014,814,14,Baked Goods,4,Bike,Floor Scale
251,9/2/2014,227,249,Fresh Prepared Food,5,Bike,Bathroom Scale
175,9/2/2014,42,15,Produce:Baked Goods,89.0:0.0,Bike,Floor Scale
255,9/2/2014,129:297:527,22,Frozen Prepared Food,15,Foot,Guesstimate
6,9/3/2014,531,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
2,9/3/2014,946,35,Produce:Fresh Prepared Food,80.0:10.0,Bike,Guesstimate
227,9/3/2014,851,5,Produce,0,Bike,Guesstimate
1,9/3/2014,835,15,Produce:Baked Goods,55.0:35.0,Bike,Floor Scale
43,9/3/2014,19,28,Frozen Prepared Food,120,Bike,Guesstimate
251,9/3/2014,946,35,Fresh Prepared Food,10,Bike,Guesstimate
3,9/3/2014,52,14,Produce,250,Bike,Floor Scale
25,9/3/2014,954,28,Baked Goods,8,Bike,Guesstimate
74,9/3/2014,593,15,Produce,42,Bike,Floor Scale
175,9/3/2014,593,15,Produce:Baked Goods,200.0:61.0,Bike,Floor Scale
215,9/3/2014,807,15,Baked Goods,21,Bike,Floor Scale
245,9/3/2014,52,14,Baked Goods,4,Bike,Floor Scale
33,9/3/2014,416,58,Produce,20,Bike,Guesstimate
255,9/3/2014,101,29,Frozen Prepared Food,5,Bike,Guesstimate
27,9/4/2014,708,18,Baked Goods,15,Foot,Guesstimate
6,9/4/2014,93,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
3,9/4/2014,817,14,Produce,92,Bike,Floor Scale
1,9/4/2014,58,10,Produce:Baked Goods:Fresh Prepared Food,6.0:10.0:25.0,Bike,Guesstimate
4,9/4/2014,1004,10,Produce:Baked Goods,36.0:14.0,Foot,Guesstimate
72,9/4/2014,349,5,Produce:Baked Goods,55.0:,Bike,Guesstimate
36,9/4/2014,999,187,Produce,0,Bike,Bathroom Scale
69,9/4/2014,279,20,,12,Bike,Guesstimate
72,9/4/2014,349,15,Baked Goods,97,Bike,Floor Scale
175,9/4/2014,727,193,Produce:Baked Goods,192.0:145.0,Car,Floor Scale
245,9/4/2014,817,14,Baked Goods,20,Bike,Floor Scale
251,9/4/2014,227,249,Fresh Prepared Food,7,Bike,Bathroom Scale
74,9/4/2014,93,15,Produce:Dairy,54.0:,Bike,Floor Scale
1,9/5/2014,727,193,Produce:Baked Goods,100.0:12.0,Car,Guesstimate
76,9/5/2014,728,26,Frozen Prepared Food,45,Bike,Guesstimate
3,9/5/2014,31,14,Produce:,79.0:,Bike,Floor Scale
25,9/5/2014,531,22,Baked Goods,9,Bike,Bathroom Scale
4,9/5/2014,279,20,Produce:Baked Goods,40.0:24.0,Bike,Bathroom Scale
2,9/5/2014,116,44,Produce,0,Bike,Guesstimate
175,9/5/2014,349,15,Produce:Baked Goods,300.0:,Bike,Floor Scale
74,9/5/2014,458,12,Produce,100,Bike,Guesstimate
6,9/5/2014,416,15,Produce:Baked Goods,0.0:0.0,Bike,Bathroom Scale
227,9/5/2014,989,15,Produce,489,Bike,Floor Scale
270,9/5/2014,65,14,Produce,83,Car,Floor Scale
27,9/5/2014,835,20,Baked Goods,35,Bike,Guesstimate
251,9/5/2014,116,44,Fresh Prepared Food,0,Bike,Guesstimate
256,9/5/2014,835,20,Produce:Baked Goods:Fresh Prepared Food,0.0:1.0:50.0,Bike,Guesstimate
175,9/6/2014,761,20,Produce:Baked Goods,50.0:,Bike,Guesstimate
25,9/6/2014,508,155,Baked Goods,0,Bike,Bathroom Scale
1,9/6/2014,775,18,Produce:Baked Goods,40.0:25.0,Bike,Guesstimate
6,9/6/2014,551,28,Produce:Baked Goods,215.0:40.0,Bike,Guesstimate
74,9/6/2014,850,186,Produce,0,Bike,Floor Scale
24,9/6/2014,551,28,Fresh Prepared Food,5,Bike,Guesstimate
215,9/6/2014,904,8,Baked Goods,90,Bike,Bathroom Scale
72,9/6/2014,514,26,Produce:Baked Goods,150.0:25.0,Car,Guesstimate
3,9/6/2014,928,29,Produce,45,Car,Guesstimate
4,9/6/2014,129:537:297:135,22,Produce:Baked Goods:Fresh Prepared Food:Dairy,20.0:5.0::,Bike,Guesstimate
33,9/6/2014,835,15,Produce:Fresh Prepared Food,250.0:15.0,Bike,Guesstimate
55,9/6/2014,904,8,Produce,25,Bike,Bathroom Scale
245,9/6/2014,928,29,Baked Goods,5,Car,Guesstimate
262,9/6/2014,835,5,Produce,50,Bike,Guesstimate
74,9/7/2014,850,186,Produce,0,Bike,Floor Scale
1,9/7/2014,531,8,Produce:Fresh Prepared Food:,250.0:50.0:,Bike,Guesstimate
3,9/7/2014,52,9,Produce,64,Bike,Guesstimate
2,9/7/2014,826,8,Produce,55,Bike,Floor Scale
72,9/7/2014,416,20,Produce:Baked Goods,180.0:25.0,Bike,Guesstimate
4,9/7/2014,531,20,Produce,30,Bike,Floor Scale
25,9/7/2014,616,11,Baked Goods,0,Bike,Bathroom Scale
6,9/7/2014,657,41,Produce:Baked Goods,250.0:50.0,Car,Guesstimate
175,9/7/2014,349:1012:1014,18,Produce:Baked Goods,55.0:,Bike,Guesstimate
245,9/7/2014,52,9,Baked Goods,2,Bike,Guesstimate
270,9/8/2014,129,22,Produce,200,Bike,Guesstimate
74,9/8/2014,999,5,Produce,0,Bike,Bathroom Scale
175,9/8/2014,999,5,Produce:Baked Goods:Packaged or Bulk Foods,50.0::100.0,Bike,Guesstimate
2,9/8/2014,416,7,Produce,20,Bike,Guesstimate
4,9/8/2014,332,11,Produce:Baked Goods:Fresh Prepared Food,56.0:10.0:15.0,Bike,Floor Scale
6,9/8/2014,531,28,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
227,9/8/2014,326,15,Produce,442,Bike,Floor Scale
1,9/8/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,50.0:15.0:15.0,Car,Floor Scale
256,9/8/2014,879,28,Produce:Baked Goods:Fresh Prepared Food,::7.0,Bike,Floor Scale
255,9/8/2014,990,186,Frozen Prepared Food,0,Foot,Floor Scale
25,9/8/2014,879,28,Baked Goods,8.4,Bike,Floor Scale
24,9/8/2014,879,28,Fresh Prepared Food,2,Bike,Guesstimate
175,9/8/2014,835,100,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
270,9/8/2014,65,66,Produce,1000,Car,Guesstimate
6,9/8/2014,711,18,Dairy,0,Foot,Guesstimate
3,9/8/2014,288,14,Produce:Baked Goods,350.0:,Bike,Floor Scale
251,9/8/2014,416,7,Fresh Prepared Food,10,Bike,Bathroom Scale
245,9/8/2014,288,14,Baked Goods,5,Bike,Floor Scale
270,9/9/2014,65,272,Produce,500,Car,Guesstimate
3,9/9/2014,814,14,Produce,54.4,Bike,Floor Scale
4,9/9/2014,139,10,Produce,0,Bike,Bathroom Scale
1,9/9/2014,993,10,Produce:Baked Goods,158.0:8.0,Bike,Bathroom Scale
72,9/9/2014,551,249,Produce:Fresh Prepared Food,200.0:40.0,Bike,Guesstimate
6,9/9/2014,288,7,Produce:Baked Goods,:175.0,Bike,Bathroom Scale
175,9/9/2014,835,15,Produce:Baked Goods,30.0:80.0,Bike,Floor Scale
74,9/9/2014,835,15,Produce,96,Bike,Floor Scale
270,9/9/2014,65,15,Produce,70,Car,Guesstimate
245,9/9/2014,814,14,Baked Goods,7,Bike,Floor Scale
251,9/9/2014,227,249,Fresh Prepared Food,4,Car,Bathroom Scale
175,9/9/2014,42,15,Produce:Baked Goods,27.0:63.0,Bike,Floor Scale
255,9/9/2014,531,22,Frozen Prepared Food,10,Foot,Guesstimate
74,9/10/2014,593,15,Produce,0,Bike,Floor Scale
2,9/10/2014,30,35,Produce:Fresh Prepared Food,50.0:5.0,Bike,Floor Scale
43,9/10/2014,19,28,Frozen Prepared Food,60,Bike,Guesstimate
227,9/10/2014,851,5,Produce,0,Bike,Guesstimate
1,9/10/2014,835,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
25,9/10/2014,954,28,Baked Goods,6,Bike,Guesstimate
3,9/10/2014,52,14,Produce,101,Bike,Floor Scale
1,9/10/2014,531,15,Produce:Baked Goods:Fresh Prepared Food,280.0:20.0:100.0,Bike,Floor Scale
6,9/10/2014,835,7,Produce,7,Bike,Guesstimate
175,9/10/2014,593,15,Produce:Baked Goods,0.0:0.0,Bike,Bathroom Scale
251,9/10/2014,946,44,Fresh Prepared Food,10,Bike,Guesstimate
215,9/10/2014,807,15,Baked Goods,35,Bike,Floor Scale
245,9/10/2014,52,14,Baked Goods,0,Bike,Guesstimate
33,9/10/2014,12,58,Produce,5,Bike,Guesstimate
255,9/10/2014,101,29,Frozen Prepared Food,0,Bike,Guesstimate
27,9/11/2014,708,18,Baked Goods,8,Foot,Guesstimate
251,9/11/2014,227,249,Fresh Prepared Food,6.5,Bike,Bathroom Scale
4,9/11/2014,1004,10,Produce,0,Foot,Guesstimate
1,9/11/2014,58,10,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
72,9/11/2014,349,5,Produce:Baked Goods,10.0:,Bike,Guesstimate
36,9/11/2014,1013,187,Produce,0,Bike,Guesstimate
175,9/11/2014,727,193,Produce:Baked Goods,210.0:350.0,Car,Guesstimate
69,9/11/2014,279,20,,10,Bike,Guesstimate
6,9/11/2014,989,7,Produce:Produce,:180.0,Bike,Guesstimate
3,9/11/2014,817,14,Produce,66.5,Car,Floor Scale
245,9/11/2014,817,14,Baked Goods,7.5,Car,Floor Scale
74,9/11/2014,1014,15,Produce:Produce,:52.0,Car,Floor Scale
74,9/12/2014,458,12,Produce,100,Car,Guesstimate
76,9/12/2014,728,26,Frozen Prepared Food,45,Bike,Floor Scale
1,9/12/2014,727,193,Produce:Baked Goods,155.0:28.0,Car,Guesstimate
227,9/12/2014,583,15,Produce,135,Car,Floor Scale
25,9/12/2014,531,22,Baked Goods,2,Foot,Guesstimate
3,9/12/2014,31,14,Produce:Baked Goods,62.0:7.0,Bike,Floor Scale
2,9/12/2014,116,44,Produce,0,Bike,Bathroom Scale
175,9/12/2014,349,15,Produce:Baked Goods,25.0:40.0,Bike,Floor Scale
4,9/12/2014,279,20,Produce:Baked Goods,36.0:23.9,Bike,Guesstimate
27,9/12/2014,835,20,Baked Goods,15,Bike,Guesstimate
251,9/12/2014,116,44,Fresh Prepared Food,0,Bike,Bathroom Scale
256,9/12/2014,835,20,Produce:Baked Goods:Fresh Prepared Food,0.0:0.0:0.0,Bike,Guesstimate
6,9/12/2014,416,15,Produce,18.53,Bike,Floor Scale
4,9/13/2014,129:537:537,22,Produce:Baked Goods:Fresh Prepared Food:Dairy,45.0:::,Bike,Guesstimate
25,9/13/2014,508,155,Baked Goods,0,Bike,Bathroom Scale
74,9/13/2014,850,186,Produce,0,Bike,Bathroom Scale
215,9/13/2014,761,8,Baked Goods,30,Bike,Guesstimate
72,9/13/2014,514,26,Produce:Baked Goods,200.0:75.0,Car,Guesstimate
3,9/13/2014,928,29,Produce,85,Bike,Bathroom Scale
175,9/13/2014,416,20,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
1,9/13/2014,775,18,:,0.0:,Bike,Guesstimate
33,9/13/2014,835,15,Produce,108,Bike,Floor Scale
55,9/13/2014,761,8,Produce,60,Bike,Guesstimate
245,9/13/2014,928,29,Baked Goods,1,Bike,Guesstimate
262,9/13/2014,835,5,Produce,69,Bike,Floor Scale
25,9/14/2014,616,11,Baked Goods,3,Bike,Guesstimate
74,9/14/2014,850,186,Produce,0,Bike,Bathroom Scale
72,9/14/2014,101,20,Produce:Baked Goods,300.0:40.0,Bike,Guesstimate
4,9/14/2014,279,20,Produce,42,Bike,Bathroom Scale
1,9/14/2014,101,8,Produce:Baked Goods:Fresh Prepared Food,150.0:30.0:15.0,Bike,Guesstimate
6,9/14/2014,657,41,Produce:Baked Goods,200.0:50.0,Car,Guesstimate
3,9/14/2014,52,9,Produce,67,Bike,Floor Scale
2,9/14/2014,826,8,Produce,30,Car,Guesstimate
175,9/14/2014,349,18,Produce:Baked Goods,25.0:,Bike,Guesstimate
245,9/14/2014,52,9,Baked Goods,2,Bike,Floor Scale
270,9/15/2014,65,273,Produce,101,Bike,Floor Scale
270,9/15/2014,65,35,Produce,500,Car,Guesstimate
74,9/15/2014,416,5,Produce:Baked Goods,10.0:40.0,Bike,Guesstimate
2,9/15/2014,947,7,Produce:Baked Goods,50.0:10.0,Bike,Guesstimate
6,9/15/2014,999,18,Produce,400,Bike,Guesstimate
4,9/15/2014,332,11,Produce:Baked Goods:Fresh Prepared Food,23.0:10.0:12.0,Bike,Floor Scale
255,9/15/2014,990,186,Frozen Prepared Food,0,Bike,Floor Scale
6,9/15/2014,835,15,Produce:Baked Goods,0.0:0.0,Bike,Guesstimate
227,9/15/2014,326,15,Produce,240,Bike,Floor Scale
1,9/15/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,:15.0:37.0,Bike,Floor Scale
256,9/15/2014,879,28,Produce:Baked Goods:Fresh Prepared Food,::2.36,Bike,Floor Scale
175,9/15/2014,835,100,Produce:Baked Goods,50.0:0.0,Bike,Guesstimate
25,9/15/2014,879,28,Baked Goods,3,Bike,Floor Scale
175,9/15/2014,416,5,Produce:Baked Goods,200.0:0.0,Bike,Guesstimate
24,9/15/2014,879,28,Fresh Prepared Food,1,Bike,Guesstimate
3,9/15/2014,1004,14,Produce:Baked Goods,72.6:,Car,Floor Scale
251,9/15/2014,947,7,Fresh Prepared Food,40,Bike,Guesstimate
245,9/15/2014,1004,14,Baked Goods,9,Car,Floor Scale
72,9/16/2014,551,249,Produce:Baked Goods,175.0:,Bike,Guesstimate
6,9/16/2014,288,7,Produce:Baked Goods,150.0:,Bike,Floor Scale
4,9/16/2014,139,10,Produce,0,Bike,Bathroom Scale
3,9/16/2014,65,14,Produce,117,Bike,Floor Scale
74,9/16/2014,835,15,Produce:Frozen Prepared Food,335.0:315.0,Bike,Guesstimate
1,9/16/2014,835,10,Produce:Baked Goods,100.0:50.0,Bike,Guesstimate
175,9/16/2014,835,15,Produce:Baked Goods,100.0:50.0,Bike,Guesstimate
